food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g
OSR058,Pickled cabbage ,open_source_recipes,57.58,13.69,2.56,0.39,0.14,2.08
OSR059,Coconut pickle (Nariyal ka aachar),open_source_recipes,2138.84,517.26,11.53,3.02,51.71,8.98
OSR060,Potato pickle (Aloo ka achaar),open_source_recipes,1522.11,369.14,7.87,2.07,36.46,0.82
OSR061,Mango murabba candy,open_source_recipes,1249.53,293.35,77.32,0.27,0.05,74.73
OSR062,Afghani chicken,open_source_recipes,633.34,151.51,1.95,15.66,9.07,0.83
OSR063,Fish orly,open_source_recipes,2321.86,563.70,4.27,5.87,58.18,0.24
OSR064,Hariyali Fish Tikka,open_source_recipes,625.11,150.24,2.21,14.01,9.41,0.83
OSR065,Chicken manchurian,open_source_recipes,592.26,142.34,6.06,9.53,11.96,0.90
OSR066,Handi chicken,open_source_recipes,694.87,166.02,1.49,12.32,12.46,0.75
OSR067,Lemon chicken,open_source_recipes,709.57,169.79,0.55,20.20,9.66,0.16
OSR068,Lemon butter fish,open_source_recipes,666.72,160.25,0.75,16.38,10.26,0.23
OSR069,Baked eggs in tomato sauce,open_source_recipes,335.90,80.05,3.78,4.92,5.22,2.03
OSR070,Egg in a pepper,open_source_recipes,538.83,128.78,0.17,12.64,8.68,0.05
OSR071,Spinach mushroom scrambled egg (Palak mushroom bhurji),open_source_recipes,663.88,158.85,0.59,13.28,11.51,0.10
OSR072,Corn omelette/omlet,open_source_recipes,695.24,166.93,1.57,11.37,12.89,0.41
OSR073,Cajun chicken,open_source_recipes,768.11,184.94,1.94,12.69,13.99,1.10
OSR074,Paaner do pyaza,open_source_recipes,529.49,127.70,3.41,4.22,10.87,2.20
OSR075,Cabbage manchurian (Pattagobhi manchurian),open_source_recipes,924.16,224.26,4.85,0.64,22.48,0.33
OSR076,Gobi 65,open_source_recipes,1145.98,278.29,3.59,0.56,29.11,0.29
OSR077,Paneer lababdar,open_source_recipes,437.87,105.48,3.37,3.98,8.46,1.96
OSR078,Roasted cauliflower steak,open_source_recipes,325.09,78.68,2.02,2.05,6.70,0.44
OSR079,Sauteed radishes with green beans,open_source_recipes,392.94,94.32,6.04,2.41,6.61,1.78
OSR080,Garlic chutney/Poondu chutney (Lahasun ki chutney),open_source_recipes,1059.37,255.51,20.44,3.34,17.55,13.36
OSR081,Schezwan chutney,open_source_recipes,849.31,205.19,10.79,3.33,17.72,5.66
OSR083,Onion chutney (Pyaaz ki chutney/Vengaya chutney),open_source_recipes,597.26,143.94,13.52,2.97,8.38,6.80
OSR085,Dates chutney (Khajoor ki chutney),open_source_recipes,432.86,103.57,21.69,1.07,1.12,18.68
OSR086,Chicken salad,open_source_recipes,1404.73,338.19,1.30,15.33,30.26,0.96
OSR087,Macaroni salad,open_source_recipes,1095.94,262.19,21.63,5.02,17.78,3.73
OSR088,Cabbage raita (Pattagobhi raita),open_source_recipes,355.76,84.84,5.25,3.24,5.76,4.21
OSR089,Pomegranate raita (Anaar ka raita),open_source_recipes,304.99,72.64,7.15,4.05,3.24,7.01
OSR090,Onion raita (Pyaaz ka raita),open_source_recipes,301.33,71.56,7.86,4.86,2.43,7.07
OSR091,Green chilli raita (Hari mirch ka raita),open_source_recipes,325.06,77.13,7.66,5.58,2.92,7.49
OSR092,Kale salad,open_source_recipes,737.53,177.71,5.01,4.86,15.33,3.31
OSR093,Spinach and paneer souffle ,open_source_recipes,779.43,186.19,9.64,7.56,13.49,2.81
OSR094,Masala souffle ,open_source_recipes,514.23,123.51,8.02,6.38,7.37,1.84
OSR095,Chicken and cheese souffle,open_source_recipes,758.11,182.35,3.47,9.07,14.74,2.46
OSR096,Tamarind chutney (Chintapandu pachadi/Puli chutney),open_source_recipes,456.54,109.15,25.07,0.88,0.48,22.85
OSR097,Pav bhaji masala,open_source_recipes,964.64,230.47,29.15,9.13,10.96,1.48
OSR098,Green chutney,open_source_recipes,332.29,79.42,10.01,5.42,1.60,0.92
OSR099,Sago khitchdi/khichri (Sabudana khitchdi/khichri),open_source_recipes,785.65,187.16,22.41,2.72,10.10,1.03
OSR100,Gram flour chilla/cheela (Besan chilla/cheela),open_source_recipes,575.24,135.93,21.03,7.80,2.85,1.87
OSR101,Vegetable namkeen jave,open_source_recipes,468.29,112.23,18.98,2.93,2.51,1.04
OSR102,Khakhra,open_source_recipes,743.92,178.50,27.66,4.78,5.32,0.88
OSR103,Moong bean dosa (Pesarattu),open_source_recipes,1190.04,285.96,31.91,12.32,11.67,2.90
OSR104,Methi thepla,open_source_recipes,1442.66,346.16,41.34,8.98,15.95,2.98
OSR105,Rice puttu (Ari puttu),open_source_recipes,342.97,81.98,11.82,1.26,3.13,0.33
OSR106,Buckwheat pancake (Khura),open_source_recipes,1090.92,263.30,27.28,2.91,16.43,0.64
OSR107,Quinoa khichdi/khichri,open_source_recipes,267.19,64.01,8.83,3.18,1.59,0.69
OSR108,Khakhra chaat,open_source_recipes,1484.32,358.66,16.64,4.52,30.65,3.26
OSR110,Banana appam,open_source_recipes,1938.60,469.81,20.06,1.17,42.53,9.95
OSR111,Veg manchurian,open_source_recipes,2411.09,585.64,6.82,0.89,61.65,0.76
OSR112,Pav bhaji,open_source_recipes,401.63,96.53,11.99,2.66,4.32,2.06
OSR113,Rice murukku,open_source_recipes,2454.31,593.99,33.29,5.41,48.22,0.17
OSR114,Bhel puri ,open_source_recipes,2104.69,509.89,16.47,3.52,47.91,3.41
OSR115,Semolina dhokla (Suji/Rava dhokla),open_source_recipes,814.09,194.91,30.86,5.44,5.20,1.85
OSR116,Spicy corn chaat ,open_source_recipes,1982.01,479.80,11.45,4.61,46.55,0.95
OSR118,Jackfruit fritters (Ponsa mulik/Kathal ka pakora),open_source_recipes,2467.55,597.79,24.00,2.34,54.41,11.48
OSR119,Banana chips (Kele ke chips),open_source_recipes,2739.08,665.67,7.32,0.37,70.46,4.37
OSR120,Wheat cake,open_source_recipes,1314.90,314.63,41.13,4.79,14.95,25.79
OSR121,Mango cheesecake,open_source_recipes,518.58,152.46,20.06,2.39,7.30,15.36
OSR122,Carrot cake (Gajar ka cake),open_source_recipes,1070.74,255.59,35.98,5.60,10.27,23.96
OSR123,Semolina cake (Suji/Rava cake),open_source_recipes,1564.42,374.14,31.32,6.58,25.18,18.86
OSR124,Finger millet cake (Ragi cake),open_source_recipes,1169.77,279.46,38.93,3.96,12.27,24.76
OSR125,Honey cake,open_source_recipes,1395.88,333.59,49.04,3.08,14.70,33.43
OSR126,Almond cardamom cake (Badam elaichi cake),open_source_recipes,1488.45,356.35,34.53,7.18,21.36,18.06
OSR127,Tutti frutti cake,open_source_recipes,1454.10,347.72,52.94,4.49,12.68,28.08
OSR128,Ham and Bean soup,open_source_recipes,401.91,96.04,4.18,10.61,4.15,1.43
OSR129,Whey soup,open_source_recipes,287.40,68.91,6.26,3.45,3.34,5.87
OSR130,Bottle gourd soup (Ghiya/Lauki soup),open_source_recipes,95.36,23.05,1.16,0.45,1.79,0.39
OSR131,Baked potato soup,open_source_recipes,611.18,147.05,5.85,5.73,11.21,3.44
OSR132,Pumpkin soup,open_source_recipes,165.55,40.05,2.08,0.47,3.20,1.47
OSR133,Sweet corn soup,open_source_recipes,135.27,32.25,3.56,0.99,1.63,0.90
OSR134,Paneer soup,open_source_recipes,200.03,47.85,2.42,3.22,2.80,1.98
OSR135,Curried Cauliflower soup,open_source_recipes,155.50,37.32,3.12,6.72,9.77,1.79
OSR136,Millet soup,open_source_recipes,234.39,55.99,8.22,11.26,12.57,1.45
OSR137,Lemon coriander soup,open_source_recipes,450.32,108.06,10.32,2.27,6.26,2.20
OSR138,Garlic soup,open_source_recipes,805.19,194.86,6.99,2.38,17.62,2.39
OSR139,Dal makhani,open_source_recipes,291.37,74.04,7.96,3.32,3.06,0.80
OSR141,Dalma,open_source_recipes,500.97,118.93,15.04,4.91,4.58,3.10
OSR142,Split bengal gram dal (Channa dal),open_source_recipes,415.08,99.67,9.99,4.15,4.62,0.98
OSR143,Horsegram dal (Kulthi dal) ,open_source_recipes,232.25,55.65,8.21,2.91,1.13,0.72
OSR144,Panchmel dal,open_source_recipes,462.35,111.22,10.71,4.63,5.36,0.75
OSR145,Dal dhokli,open_source_recipes,287.33,68.74,8.55,2.96,2.47,1.12
OSR146,Gujarati handvo ,open_source_recipes,865.12,207.09,31.86,8.24,4.80,2.51
OSR147,Sev (Omapodi/Karapusa),open_source_recipes,2514.83,609.14,12.87,5.12,60.08,0.53
OSR148,Papdi,open_source_recipes,2919.20,708.96,12.89,1.83,72.11,0.31
OSR151,Jowar dosa,open_source_recipes,1225.40,294.35,40.53,8.50,10.28,0.59
OSR152,Bread roll,open_source_recipes,1800.12,435.46,16.12,2.85,40.25,0.94
OSR153,Soya seekh kebab,open_source_recipes,478.89,115.05,10.00,5.40,5.88,0.51
OSR154,Classic seasoned black beans,open_source_recipes,120.37,28.78,7.66,8.01,8.28,0.44
OSR155,Maa chaane ki dal,open_source_recipes,1438.25,344.67,43.11,19.80,9.50,1.05
OSR156,Garlic chickpea soup (Lahasun aur chane ka shoraba),open_source_recipes,373.81,89.53,13.92,4.45,2.01,2.65
ASC071,White sauce (thin),asc_manual,479.08,115.17,6.58,3.31,8.41,4.58
ASC072,White sauce (medium),asc_manual,627.76,151.27,7.98,3.36,11.76,4.32
ASC073,White sauce (thick),asc_manual,868.33,209.69,10.24,3.43,17.19,3.90
ASC074,Cheese sauce,asc_manual,808.68,194.76,7.08,7.68,15.12,4.53
ASC075,Egg sauce,asc_manual,610.63,146.85,5.88,5.97,11.08,3.19
ASC076,Mushroom sauce,asc_manual,570.97,137.56,7.31,3.39,10.51,3.86
ASC077,Mustard sauce,asc_manual,658.30,158.58,8.29,3.98,12.17,4.22
ASC078,Brown sauce,asc_manual,450.70,109.18,5.38,11.92,23.67,0.13
ASC130,Classic italian pasta,asc_manual,175.25,42.12,4.40,0.57,2.45,2.94
ASC131,Pasta spinach sauce,asc_manual,353.28,85.46,1.76,1.76,7.90,1.04
ASC132,Pasta cheese sauce,asc_manual,621.76,149.26,9.00,4.33,10.84,4.22
ASC266,Mayonnaise,asc_manual,3188.90,774.86,1.65,1.86,84.52,1.44
ASC267,Low calorie quick mayonnaise,asc_manual,1002.22,242.89,4.71,1.41,24.35,0.83
ASC268,Thousand island dressing,asc_manual,1681.31,407.87,4.49,1.37,42.87,3.10
ASC388,Curd dip,asc_manual,336.83,79.95,7.95,5.04,3.36,7.12
ASC394,Short crust pastry,asc_manual,1751.27,422.10,44.72,6.11,23.98,3.18
ASC406,Choux pastry,asc_manual,922.56,222.37,16.20,5.55,14.96,1.50
ASC410,Flaky pastry,asc_manual,1836.74,443.94,33.61,4.69,31.99,0.81
ASC428,Sponge cake ,asc_manual,1070.15,253.77,44.63,9.18,4.74,26.33
ASC434,Glace icing,asc_manual,1381.27,323.51,86.31,0.01,0.01,85.35
ASC436,Royal icing,asc_manual,1419.25,332.58,86.53,1.74,0.02,85.57
ASC437,American frosting,asc_manual,1097.93,257.57,67.48,1.05,0.01,67.46
ASC438,Gum icing,asc_manual,951.87,223.07,53.19,5.94,0.00,52.63
ASC475,Channa murmura premix,asc_manual,1418.79,339.09,72.59,10.59,3.28,1.52
ASC476,Cracked wheat and green gram dal premix (Dalia moong dal premix),asc_manual,1515.28,362.16,64.75,15.89,5.11,0.63
ASC477,Rice flakes and roasted channa ,asc_manual,1394.99,333.40,71.94,10.57,2.94,1.31
ASC479,Spinach soup in milk ,asc_manual,237.33,56.72,3.98,2.89,3.20,3.34
ASC480,Vegetable soup,asc_manual,230.14,55.21,7.60,2.22,1.55,1.61
ASC481,Mashed banana with milk,asc_manual,400.32,95.43,14.62,2.51,2.99,11.35
ASC484,Poha with curd (Poha aur dahi),asc_manual,725.41,173.32,26.72,6.01,4.65,5.46
ASC485,Potato with curd,asc_manual,307.17,73.18,12.01,3.19,1.33,3.30
ASC486,Sweet wheat porridge (Sweet dalia),asc_manual,588.54,140.66,23.77,5.11,2.79,12.23
ASC487,Vegetable khichdi/khichri,asc_manual,597.93,143.17,19.57,5.61,4.53,3.71
ASC489,Moong dal mixture,asc_manual,671.92,158.84,33.93,4.62,1.00,24.68
ASC490,Cracked wheat khichri/khichdi (Dalia khichri/khichdi),asc_manual,699.30,167.45,22.35,7.56,5.52,3.79
ASC492,Stewed apple,asc_manual,389.14,91.93,22.49,0.17,0.37,20.45
ASC493,Lemon squash (Nimbu ka squash),asc_manual,786.83,184.56,48.88,0.15,0.06,48.88
ASC494,Orange squash (Santre ka squash),asc_manual,823.13,193.26,50.88,0.22,0.04,50.56
ASC495,Lichi squash,asc_manual,844.36,198.33,51.96,0.30,0.08,51.31
ASC496,Mango squash (Aam ka squash),asc_manual,828.98,194.66,50.96,0.17,0.17,50.84
ASC497,Pineapple squash (Ananas ka squash),asc_manual,830.51,195.02,51.34,0.16,0.05,51.08
ASC498,Lemon and ginger squash (Nimbu aur adrak ka squash),asc_manual,725.38,170.34,44.06,0.54,0.21,42.53
ASC499,Apple jam (Seb ka murabba),asc_manual,802.50,188.79,48.56,0.14,0.32,46.76
ASC500,Plum jam (Aloo bukhara jam),asc_manual,760.58,178.89,46.20,0.31,0.19,45.25
ASC501,Pineapple jam ,asc_manual,633.68,149.18,38.27,0.32,0.15,37.44
ASC502,Guava jelly (Amrood ki jelly),asc_manual,491.54,115.74,28.18,1.11,0.25,27.38
ASC503,Orange marmalade (Santray ka murabba),asc_manual,441.80,104.17,25.94,0.66,0.13,25.09
ASC504,Carrot murabba (Gajar ka murabba),asc_manual,746.33,175.24,45.60,0.32,0.16,44.83
ASC505,Gooseberry marmalade (Amla murabba),asc_manual,523.98,123.16,32.34,0.14,0.03,28.61
ASC506,Ginger candy (Adrak ki candy),asc_manual,833.13,195.71,50.38,0.69,0.27,47.99
ASC507,Mango pickle (Aam ka achaar),asc_manual,804.06,192.12,8.11,1.60,17.89,1.79
ASC509,Mixed vegetable pickle (Sabziyoon ka achaar),asc_manual,884.18,211.20,7.48,1.90,19.68,2.77
ASC511,Sweet lemon pickle (Neembu ka meetha achaar),asc_manual,295.30,69.54,16.87,1.22,0.21,14.63
ASC512,Plum chutney (Aloo bukhara ki chutney),asc_manual,752.29,177.11,44.95,0.47,0.29,43.90
ASC513,Raw mango chutney (Kachhe aam/Kairi ki chutney),asc_manual,821.22,193.13,49.94,0.51,0.16,45.22
ASC514,Tomato sauce,asc_manual,144.77,34.33,7.23,0.81,0.27,5.69
ASC515,Tomato puree,asc_manual,86.45,20.62,3.68,0.75,0.25,2.32
BFP001,Garam masala,bfp_manual,1063.66,254.21,26.20,9.89,10.97,1.79
BFP002,Chat masala,bfp_manual,931.92,222.58,23.87,8.19,9.91,0.79
BFP003,Kashmiri masala,bfp_manual,1630.04,389.02,23.16,8.26,31.03,2.41
BFP004,Rasam powder (Rasam masala),bfp_manual,1121.18,267.96,25.19,12.04,11.80,1.91
BFP005,Sambar powder (Sambar masala),bfp_manual,1241.41,297.46,23.38,12.50,15.58,1.87
BFP095,Tartare sauce,bfp_manual,2515.35,610.93,2.96,1.44,66.12,2.18
BFP096,Barbeque sauce,bfp_manual,512.72,121.93,20.46,0.96,4.51,18.88
BFP097,Bread sauce,bfp_manual,463.78,111.04,8.69,3.46,7.05,4.63
BFP163,Green chilli sauce,bfp_manual,192.65,46.06,7.36,1.25,0.27,5.36
BFP164,Home made plain noodles,bfp_manual,997.04,238.78,44.50,6.21,3.56,1.07
BFP166,Dal moong,bfp_manual,181.89,43.69,4.92,2.20,1.62,0.13
BFP167,Cumin seeds baghar (Jeera baghar/tadka),bfp_manual,3034.92,736.81,5.22,3.34,78.77,0.49
BFP168,Onion tomato baghar (Pyaaz tamatar ka tadka),bfp_manual,568.02,137.52,6.17,1.26,11.98,3.51
BFP169,Mustard seeds baghar (Mustard seed tadka),bfp_manual,2278.85,552.59,10.45,4.73,54.30,1.14
BFP360,Hot cherry sauce,bfp_manual,1064.62,252.74,67.95,0.13,0.07,17.65
BFP583,Apple jelly (Seb ki jelly),bfp_manual,647.00,152.13,39.37,0.10,0.21,38.18
BFP585,Marmalade (Murabba),bfp_manual,612.00,143.76,37.64,0.23,0.04,37.29
BFP589,Plum squash (Aloo bukhara squash),bfp_manual,899.28,211.17,55.51,0.16,0.10,55.02
BFP595,Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),bfp_manual,59.11,14.07,2.14,0.85,0.24,1.00
BFP597,Brinjal pickle (Baingan ka achaar),bfp_manual,581.75,139.01,4.23,2.24,12.98,1.07
BFP598,Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),bfp_manual,255.43,60.88,6.55,1.26,3.24,4.31
BFP599,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),bfp_manual,381.70,91.21,6.32,1.98,6.55,3.04
BFP601,Tomato chutney (Tamatar ki chutney),bfp_manual,745.43,176.07,31.85,0.97,6.01,30.02
BFP602,Tomato ketchup,bfp_manual,139.02,33.07,6.48,0.91,0.30,4.68
OSR082,Bengal 5 Spice Blend (Panch Phoran),open_source_recipes,1212.52,289.79,20.00,18.26,22.16,1.40
